Review_ID,Review_Score,Review_Comment_Message,Review_Creation_Date,Review_Answer_Timestamp
2904,5,Defects in fabrics,5/12/2018 0:00,5/13/2018 1:34
2905,3,Excellent service; great selection,7/3/2018 0:00,7/3/2018 20:53
2906,1,Great Couch & Great Service,8/30/2018 0:00,8/30/2018 11:25
2907,5,Excellent service; great selection,8/30/2018 0:00,9/3/2018 18:36
2908,5,Excellent service; great selection,5/27/2017 0:00,5/27/2017 23:01
2909,1,Good,2/23/2018 0:00,2/23/2018 10:47
2910,5,Marvellous,6/26/2018 0:00,7/4/2018 21:57
2911,4,Kenny is excellent,6/2/2018 0:00,6/6/2018 1:53
2912,3,Defects in fabrics,8/22/2018 0:00,8/25/2018 13:32
2913,5,Wow!,12/16/2017 0:00,12/18/2017 10:24
2914,4,Good,12/21/2017 0:00,12/26/2017 21:07
2915,3,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",11/8/2017 0:00,11/10/2017 23:45
2916,5,Great service !,3/21/2017 0:00,3/24/2017 18:15
2917,5,recommend,8/26/2018 0:00,8/28/2018 19:57
2918,5,I received poor quality furniture,9/6/2017 0:00,9/7/2017 2:53
2919,5,Excellent service; great selection,7/31/2018 0:00,8/1/2018 9:26
2920,5,recommend,6/22/2017 0:00,6/23/2017 20:05
2921,3,Defects in fabrics,4/21/2018 0:00,4/23/2018 14:28
2922,3,recommend,1/10/2018 0:00,1/16/2018 22:00
2923,4,Excellent service; great selection,6/16/2018 0:00,6/16/2018 22:48
2924,5,recommend,12/19/2017 0:00,12/20/2017 12:06
2925,5,Good,6/5/2018 0:00,6/5/2018 19:45
2926,2,Kenny is excellent,11/7/2017 0:00,11/7/2017 16:07
2927,5,Great Couch & Great Service,5/20/2017 0:00,5/22/2017 0:40
2928,5,Super recommend,7/6/2018 0:00,7/7/2018 10:57
2929,4,recommend,6/14/2017 0:00,6/15/2017 21:34
2930,5,Good,8/2/2017 0:00,8/2/2017 23:30
2931,5,Best place for furniture with amazingly low price,7/14/2018 0:00,7/16/2018 20:52
2932,5,Don't recommend,8/12/2017 0:00,8/13/2017 2:21
2933,5,Overall great experience except for prices/selection,8/4/2018 0:00,8/5/2018 23:58
2934,5,recommend,9/7/2017 0:00,9/8/2017 22:21
2935,4,Recommend,2/4/2017 0:00,2/7/2017 4:16
2936,5,Great service,6/9/2018 0:00,6/10/2018 0:23
2937,3,Overall great experience except for prices/selection,7/11/2018 0:00,7/12/2018 10:41
2938,5,Great service,5/10/2018 0:00,5/11/2018 13:17
2939,2,Good,11/18/2017 0:00,11/20/2017 11:53
2940,5,Great service,5/24/2017 0:00,5/25/2017 3:06
2941,4,Excellent service; great selection,12/30/2017 0:00,12/30/2017 22:19
2942,5,Kenny is excellent,4/10/2018 0:00,4/11/2018 11:08
2943,1,I received poor quality furniture,2/18/2018 0:00,2/20/2018 10:28
2944,5,Great service,3/17/2018 0:00,3/19/2018 11:57
2945,4,I received poor quality furniture,7/5/2018 0:00,7/6/2018 11:08
2946,4,Well,11/16/2017 0:00,11/16/2017 19:08
2947,5,Good,3/21/2018 0:00,3/23/2018 17:54
2948,5,Overall great experience except for prices/selection,7/27/2018 0:00,7/30/2018 12:31
2949,1,Well,6/24/2017 0:00,7/1/2017 16:03
2950,2,Excellent service; great selection,8/4/2018 0:00,8/7/2018 12:24
2951,5,Marvellous,1/20/2018 0:00,1/21/2018 0:51
2952,5,Kenny is excellent,12/19/2017 0:00,12/19/2017 23:47
2953,5,Great service,2/8/2017 0:00,2/14/2017 13:58
2954,5,Great Couch & Great Service,2/1/2018 0:00,2/2/2018 13:44
2955,5,Great service,6/28/2018 0:00,6/30/2018 19:35
2956,5,Defects in fabrics,2/20/2018 0:00,2/22/2018 21:40
2957,5,Excellent service; great selection,12/14/2017 0:00,1/12/2018 0:06
2958,5,Great Couch & Great Service,12/20/2017 0:00,12/27/2017 20:55
2959,5,Excellent service; great selection,4/12/2018 0:00,4/16/2018 14:22
2960,5,Excellent service; great selection,12/10/2017 0:00,12/10/2017 17:29
2961,1,I received poor quality furniture,2/10/2018 0:00,2/12/2018 9:59
2962,3,Marvellous,5/25/2018 0:00,5/28/2018 11:29
2963,4,Kenny is excellent,11/28/2017 0:00,11/28/2017 15:16
2964,5,Defects in fabrics,7/22/2017 0:00,7/25/2017 11:20
2965,5,Wow!,1/20/2018 0:00,1/22/2018 12:14
2966,4,Good,1/26/2017 0:00,1/28/2017 8:34
2967,4,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",4/24/2018 0:00,4/24/2018 18:48
2968,5,Great service !,3/6/2018 0:00,3/7/2018 4:32
2969,5,recommend,9/7/2017 0:00,9/9/2017 20:50
2970,5,I received poor quality furniture,12/10/2017 0:00,12/12/2017 20:25
2971,2,Excellent service; great selection,8/2/2017 0:00,8/2/2017 17:17
2972,5,recommend,2/9/2018 0:00,2/11/2018 20:07
2973,5,Defects in fabrics,1/26/2018 0:00,1/26/2018 17:15
2974,4,recommend,11/15/2017 0:00,11/20/2017 9:33
2975,3,Excellent service; great selection,8/2/2018 0:00,8/6/2018 14:02
2976,5,recommend,5/5/2017 0:00,5/6/2017 1:20
2977,5,Good,5/12/2018 0:00,5/14/2018 21:23
2978,5,Kenny is excellent,5/18/2018 0:00,5/20/2018 16:01
2979,5,Great Couch & Great Service,7/11/2018 0:00,7/12/2018 8:24
2980,5,Super recommend,3/2/2018 0:00,3/2/2018 22:51
2981,5,recommend,4/11/2018 0:00,4/14/2018 8:45
2982,5,Good,8/9/2017 0:00,8/10/2017 17:26
2983,4,Best place for furniture with amazingly low price,2/26/2018 0:00,3/1/2018 12:06
2984,2,Don't recommend,11/22/2017 0:00,11/23/2017 10:59
2985,1,Overall great experience except for prices/selection,2/8/2018 0:00,2/8/2018 8:19
2986,4,recommend,7/3/2018 0:00,7/5/2018 21:27
2987,5,Recommend,8/1/2017 0:00,8/2/2017 13:28
2988,5,Great service,1/16/2018 0:00,1/21/2018 11:56
2989,1,Overall great experience except for prices/selection,9/17/2017 0:00,9/18/2017 23:35
2990,5,Great service,10/26/2017 0:00,10/28/2017 16:52
2991,1,Good,7/21/2017 0:00,7/23/2017 21:36
2992,3,Great service,12/16/2017 0:00,12/18/2017 21:48
2993,4,Excellent service; great selection,6/27/2017 0:00,7/7/2017 10:14
2994,4,Kenny is excellent,7/19/2017 0:00,7/20/2017 14:32
2995,5,I received poor quality furniture,4/5/2018 0:00,4/7/2018 1:52
2996,4,Great service,8/4/2018 0:00,8/7/2018 3:53
2997,5,I received poor quality furniture,4/18/2018 0:00,4/18/2018 19:20
2998,4,Well,5/17/2018 0:00,5/21/2018 12:01
2999,5,Good,2/8/2018 0:00,2/9/2018 10:19
3000,4,Overall great experience except for prices/selection,12/9/2017 0:00,12/12/2017 16:44
3001,4,Well,7/11/2018 0:00,7/26/2018 1:35
3002,1,Poor Quality,8/10/2017 0:00,8/11/2017 3:22
3003,5,Marvellous,5/26/2018 0:00,5/26/2018 4:19
3004,5,Kenny is excellent,4/11/2018 0:00,4/12/2018 22:55
3005,5,Great service,7/15/2018 0:00,7/16/2018 12:08
3006,5,Great Couch & Great Service,4/12/2018 0:00,4/16/2018 20:31
3007,2,Great service,5/11/2018 0:00,5/15/2018 13:24
3008,3,Defects in fabrics,6/6/2018 0:00,6/6/2018 9:48
3009,4,Excellent service; great selection,10/21/2017 0:00,10/23/2017 22:08
3010,1,Great Couch & Great Service,5/18/2018 0:00,5/21/2018 15:34
3011,3,Excellent service; great selection,8/21/2018 0:00,8/22/2018 11:07
3012,4,Excellent service; great selection,6/29/2018 0:00,6/29/2018 20:55
3013,5,Good,3/21/2018 0:00,3/22/2018 9:30
3014,1,Marvellous,5/19/2018 0:00,6/11/2018 23:13
3015,5,Kenny is excellent,7/4/2018 0:00,7/5/2018 22:18
3016,1,Defects in fabrics,12/14/2017 0:00,12/20/2017 16:22
3017,5,Wow!,1/18/2018 0:00,1/18/2018 17:44
3018,5,Good,7/30/2017 0:00,8/1/2017 19:36
3019,1,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",1/6/2018 0:00,1/7/2018 12:20
3020,5,Great service !,1/9/2018 0:00,1/9/2018 21:30
3021,4,recommend,3/20/2018 0:00,3/23/2018 22:11
3022,3,I received poor quality furniture,12/20/2017 0:00,12/23/2017 2:17
3023,3,Excellent service; great selection,7/11/2018 0:00,7/12/2018 9:32
3024,5,recommend,4/5/2017 0:00,4/8/2017 16:48
3025,5,Defects in fabrics,12/19/2017 0:00,12/19/2017 22:30
3026,1,recommend,2/4/2018 0:00,2/5/2018 5:05
3027,5,Excellent service; great selection,2/28/2018 0:00,3/1/2018 15:25
3028,5,recommend,8/1/2017 0:00,8/4/2017 0:43
3029,1,Good,10/19/2017 0:00,10/25/2017 15:13
3030,4,Kenny is excellent,7/1/2018 0:00,7/2/2018 2:03
3031,5,Great Couch & Great Service,11/4/2017 0:00,11/6/2017 11:32
3032,4,Super recommend,4/10/2018 0:00,4/11/2018 2:29
3033,5,recommend,4/24/2018 0:00,4/24/2018 23:45
3034,5,Good,12/13/2017 0:00,12/13/2017 18:57
3035,5,Best place for furniture with amazingly low price,5/15/2018 0:00,5/15/2018 17:52
3036,5,Don't recommend,7/20/2017 0:00,7/21/2017 16:24
3037,1,Overall great experience except for prices/selection,1/24/2018 0:00,1/24/2018 22:21
3038,1,recommend,11/11/2017 0:00,11/11/2017 9:06
3039,3,Recommend,12/29/2017 0:00,1/3/2018 12:00
3040,5,Great service,6/22/2017 0:00,6/25/2017 17:48
3041,3,Overall great experience except for prices/selection,9/26/2017 0:00,9/29/2017 1:31
3042,5,Great service,8/17/2017 0:00,8/18/2017 18:36
3043,4,Good,1/9/2018 0:00,1/10/2018 2:16
3044,5,Great service,1/19/2018 0:00,1/22/2018 9:31
3045,5,Excellent service; great selection,7/25/2018 0:00,7/30/2018 19:09
3046,3,Kenny is excellent,6/23/2017 0:00,6/26/2017 11:53
3047,5,I received poor quality furniture,8/31/2018 0:00,8/31/2018 21:30
3048,5,Great service,7/29/2018 0:00,7/29/2018 20:16
3049,5,I received poor quality furniture,12/7/2017 0:00,12/8/2017 21:40
3050,3,Well,7/4/2018 0:00,7/5/2018 3:55
3051,5,Good,1/4/2018 0:00,1/4/2018 22:54
3052,5,Overall great experience except for prices/selection,12/15/2017 0:00,12/16/2017 7:00
3053,5,Well,2/1/2018 0:00,2/2/2018 9:41
3054,5,Excellent service; great selection,2/8/2018 0:00,2/10/2018 22:18
3055,5,Marvellous,8/8/2018 0:00,8/8/2018 20:53
3056,5,Kenny is excellent,7/14/2017 0:00,7/15/2017 10:41
3057,5,Great service,7/3/2018 0:00,7/3/2018 20:01
3058,5,Great Couch & Great Service,5/18/2018 0:00,5/20/2018 21:26
3059,5,Great service,1/18/2018 0:00,1/19/2018 9:41
3060,4,Defects in fabrics,8/12/2018 0:00,8/12/2018 21:59
3061,5,Excellent service; great selection,9/3/2017 0:00,9/4/2017 0:21
3062,5,Great Couch & Great Service,8/10/2017 0:00,8/11/2017 3:39
3063,5,Excellent service; great selection,5/10/2018 0:00,5/11/2018 13:26
3064,3,Excellent service; great selection,12/20/2017 0:00,12/21/2017 14:05
3065,5,I received poor quality furniture,5/3/2017 0:00,5/7/2017 15:25
3066,1,Marvellous,4/2/2017 0:00,4/2/2017 11:52
3067,4,Kenny is excellent,8/6/2017 0:00,8/6/2017 19:31
3068,5,Defects in fabrics,3/14/2018 0:00,3/15/2018 19:11
3069,4,Wow!,4/17/2018 0:00,4/18/2018 19:07
3070,2,Good,4/8/2017 0:00,4/8/2017 7:40
3071,5,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",5/8/2018 0:00,5/11/2018 1:02
3072,4,Great service !,2/22/2017 0:00,2/24/2017 11:02
3073,5,recommend,7/3/2018 0:00,7/3/2018 22:23
3074,4,I received poor quality furniture,9/15/2017 0:00,9/16/2017 2:51
3075,4,Excellent service; great selection,1/10/2018 0:00,1/15/2018 14:13
3076,2,recommend,7/10/2018 0:00,7/11/2018 3:00
3077,5,Defects in fabrics,1/20/2018 0:00,1/24/2018 20:22
3078,4,recommend,9/20/2017 0:00,9/21/2017 1:28
3079,5,Excellent service; great selection,8/21/2018 0:00,8/22/2018 20:58
3080,5,recommend,6/2/2017 0:00,6/10/2017 21:46
3081,5,Good,12/18/2017 0:00,12/18/2017 21:51
3082,1,Kenny is excellent,5/23/2018 0:00,5/26/2018 20:18
3083,1,Great Couch & Great Service,1/4/2018 0:00,1/27/2018 16:22
3084,4,Super recommend,12/21/2017 0:00,12/22/2017 10:29
3085,5,recommend,6/6/2018 0:00,6/7/2018 13:00
3086,5,Good,11/1/2016 0:00,11/1/2016 22:05
3087,4,Best place for furniture with amazingly low price,5/5/2018 0:00,5/7/2018 21:04
3088,5,Don't recommend,9/26/2017 0:00,9/29/2017 0:34
3089,1,Overall great experience except for prices/selection,11/2/2017 0:00,11/2/2017 15:55
3090,4,recommend,1/23/2018 0:00,1/24/2018 3:57
3091,5,Recommend,3/1/2018 0:00,3/2/2018 13:04
3092,5,Great service,6/23/2018 0:00,6/24/2018 0:51
3093,4,Overall great experience except for prices/selection,5/6/2017 0:00,5/8/2017 10:36
3094,5,Great service,8/31/2018 0:00,9/3/2018 2:28
3095,4,Good,4/19/2018 0:00,4/26/2018 0:21
3096,5,Great service,12/7/2017 0:00,12/11/2017 12:58
3097,5,Excellent service; great selection,3/11/2018 0:00,3/13/2018 18:21
3098,2,Kenny is excellent,6/5/2018 0:00,6/7/2018 1:42
3099,5,I received poor quality furniture,2/17/2018 0:00,2/20/2018 0:43
3100,4,Great service,3/29/2018 0:00,4/3/2018 12:49
3101,4,I received poor quality furniture,3/2/2017 0:00,3/4/2017 0:57
3102,3,Well,12/2/2017 0:00,12/2/2017 23:13
3103,4,Good,1/18/2018 0:00,1/19/2018 8:38
3104,5,Overall great experience except for prices/selection,8/26/2018 0:00,8/26/2018 16:13
3105,5,Well,1/16/2018 0:00,1/21/2018 14:31
3106,5,Poor Quality,1/31/2018 0:00,2/3/2018 2:39
3107,1,Marvellous,9/9/2017 0:00,9/10/2017 0:50
3108,5,Kenny is excellent,5/12/2018 0:00,5/13/2018 3:24
3109,4,Great service,7/10/2018 0:00,9/22/2018 15:11
3110,5,Great Couch & Great Service,1/18/2018 0:00,1/18/2018 17:36
3111,5,Great service,6/20/2018 0:00,6/20/2018 20:56
3112,2,Defects in fabrics,4/10/2018 0:00,4/10/2018 15:28
3113,5,Excellent service; great selection,9/13/2017 0:00,9/14/2017 0:45
3114,1,Great Couch & Great Service,10/27/2017 0:00,10/30/2017 0:32
3115,5,Excellent service; great selection,8/11/2017 0:00,8/13/2017 23:40
3116,5,Excellent service; great selection,1/6/2018 0:00,1/8/2018 21:07
3117,5,Good,2/23/2018 0:00,2/24/2018 19:46
3118,5,Marvellous,7/25/2018 0:00,7/26/2018 14:24
3119,5,Kenny is excellent,3/6/2018 0:00,3/6/2018 20:51
3120,5,Defects in fabrics,4/6/2018 0:00,4/9/2018 13:08
3121,2,Wow!,12/20/2017 0:00,12/20/2017 14:40
3122,2,Good,4/13/2017 0:00,4/17/2017 12:47
3123,5,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",5/15/2018 0:00,5/15/2018 15:29
3124,5,Great service !,3/8/2017 0:00,3/8/2017 16:18
3125,5,recommend,1/9/2018 0:00,1/10/2018 15:06
3126,4,I received poor quality furniture,8/28/2018 0:00,8/31/2018 13:56
3127,4,Excellent service; great selection,3/30/2018 0:00,3/31/2018 12:07
3128,5,recommend,7/25/2018 0:00,7/25/2018 21:07
3129,5,Defects in fabrics,1/11/2018 0:00,1/14/2018 13:59
3130,5,recommend,4/8/2017 0:00,4/9/2017 2:13
3131,2,Excellent service; great selection,6/11/2017 0:00,6/12/2017 12:06
3132,5,recommend,3/18/2017 0:00,3/19/2017 17:54
3133,1,Good,3/15/2018 0:00,3/19/2018 12:49
3134,1,Kenny is excellent,9/15/2017 0:00,9/16/2017 16:07
3135,4,Great Couch & Great Service,7/7/2018 0:00,7/10/2018 20:57
3136,4,Super recommend,3/8/2018 0:00,3/8/2018 20:53
3137,1,recommend,8/3/2018 0:00,8/5/2018 21:47
3138,5,Good,1/6/2018 0:00,1/8/2018 14:41
3139,2,Best place for furniture with amazingly low price,8/24/2018 0:00,8/25/2018 2:37
3140,5,Don't recommend,5/17/2017 0:00,5/18/2017 15:00
3141,3,Overall great experience except for prices/selection,12/19/2017 0:00,12/20/2017 23:58
3142,5,recommend,8/21/2018 0:00,8/22/2018 22:03
3143,5,Recommend,1/11/2018 0:00,1/12/2018 0:38
3144,5,Great service,10/26/2017 0:00,10/30/2017 21:25
3145,1,Overall great experience except for prices/selection,6/12/2018 0:00,6/15/2018 9:25
3146,5,Great service,8/22/2018 0:00,8/24/2018 19:44
3147,4,Good,2/22/2018 0:00,2/25/2018 21:40
3148,5,Great service,5/12/2018 0:00,5/14/2018 14:20
3149,5,Excellent service; great selection,3/12/2017 0:00,3/13/2017 11:54
3150,5,Kenny is excellent,11/22/2017 0:00,11/22/2017 15:06
3151,5,I received poor quality furniture,11/2/2017 0:00,11/3/2017 7:01
3152,5,Great service,5/24/2017 0:00,5/30/2017 20:08
3153,5,I received poor quality furniture,8/30/2018 0:00,8/31/2018 2:26
3154,5,Well,11/8/2017 0:00,11/9/2017 4:06
3155,5,Good,3/21/2018 0:00,3/23/2018 11:09
3156,5,Overall great experience except for prices/selection,4/27/2018 0:00,5/1/2018 19:52
3157,3,Well,3/18/2018 0:00,3/18/2018 19:38
3158,5,Excellent service; great selection,3/8/2018 0:00,3/9/2018 15:31
3159,5,Marvellous,10/3/2017 0:00,10/5/2017 14:06
3160,4,Kenny is excellent,10/4/2017 0:00,10/5/2017 8:22
3161,4,Great service,3/7/2018 0:00,3/13/2018 22:54
3162,2,Great Couch & Great Service,12/21/2017 0:00,12/23/2017 5:47
3163,5,Great service,8/4/2017 0:00,8/5/2017 11:08
3164,4,Defects in fabrics,7/15/2017 0:00,7/17/2017 13:29
3165,4,Excellent service; great selection,1/13/2018 0:00,1/13/2018 22:36
3166,3,Great Couch & Great Service,5/18/2017 0:00,5/19/2017 16:18
3167,5,Excellent service; great selection,12/2/2017 0:00,12/3/2017 1:11
3168,5,Excellent service; great selection,8/3/2018 0:00,8/3/2018 20:21
3169,5,I received poor quality furniture,12/5/2017 0:00,12/7/2017 17:44
3170,5,Marvellous,7/18/2018 0:00,7/24/2018 11:10
3171,5,Kenny is excellent,1/31/2018 0:00,1/31/2018 15:51
3172,3,Defects in fabrics,11/1/2017 0:00,11/4/2017 20:38
3173,5,Wow!,9/16/2017 0:00,9/19/2017 9:21
3174,5,Good,4/27/2018 0:00,5/10/2018 0:39
3175,4,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",5/4/2018 0:00,5/6/2018 21:10
3176,5,Great service !,8/23/2018 0:00,8/24/2018 13:21
3177,1,recommend,3/11/2018 0:00,3/12/2018 21:50
3178,4,I received poor quality furniture,12/1/2017 0:00,12/3/2017 21:37
3179,4,Excellent service; great selection,7/14/2018 0:00,7/17/2018 14:06
3180,5,recommend,8/1/2018 0:00,8/1/2018 20:39
3181,3,Defects in fabrics,8/15/2018 0:00,8/15/2018 13:55
3182,4,recommend,11/2/2017 0:00,11/3/2017 13:02
3183,5,Excellent service; great selection,7/13/2018 0:00,7/15/2018 18:57
3184,5,recommend,2/22/2018 0:00,2/23/2018 1:14
3185,5,Good,4/28/2018 0:00,4/29/2018 2:52
3186,5,Kenny is excellent,3/21/2017 0:00,3/21/2017 21:04
3187,5,Great Couch & Great Service,8/21/2018 0:00,8/21/2018 20:43
3188,3,Super recommend,4/26/2018 0:00,4/26/2018 12:38
3189,4,recommend,2/16/2018 0:00,2/16/2018 18:27
3190,5,Good,9/12/2017 0:00,9/13/2017 13:24
3191,3,Best place for furniture with amazingly low price,8/16/2018 0:00,8/22/2018 14:29
3192,5,Don't recommend,12/14/2017 0:00,12/16/2017 22:44
3193,1,Overall great experience except for prices/selection,4/19/2018 0:00,4/19/2018 12:01
3194,5,recommend,12/27/2017 0:00,12/29/2017 19:40
3195,5,Recommend,6/6/2017 0:00,6/7/2017 14:09
3196,1,Great service,4/11/2018 0:00,4/12/2018 0:27
3197,4,Overall great experience except for prices/selection,10/21/2017 0:00,10/22/2017 20:03
3198,1,Great service,3/15/2018 0:00,3/15/2018 12:02
3199,5,Good,12/23/2017 0:00,12/24/2017 3:10
3200,3,Great service,2/24/2018 0:00,2/26/2018 16:19
3201,5,Excellent service; great selection,6/2/2017 0:00,6/5/2017 10:41
3202,5,Kenny is excellent,10/29/2017 0:00,10/29/2017 19:19
3203,5,I received poor quality furniture,7/18/2017 0:00,7/19/2017 12:42
3204,1,Great service,2/21/2018 0:00,2/21/2018 17:09
3205,5,I received poor quality furniture,12/13/2017 0:00,12/13/2017 9:05
3206,5,Well,1/31/2018 0:00,2/6/2018 1:54
3207,5,Good,6/27/2017 0:00,6/30/2017 2:59
3208,5,Overall great experience except for prices/selection,8/11/2018 0:00,8/13/2018 13:03
3209,2,Well,12/24/2017 0:00,12/26/2017 12:33
3210,5,Poor Quality,8/22/2017 0:00,8/25/2017 0:56
3211,5,Marvellous,10/24/2017 0:00,10/26/2017 18:22
3212,1,Kenny is excellent,6/6/2018 0:00,6/8/2018 4:18
3213,5,Great service,2/17/2018 0:00,2/24/2018 12:50
3214,4,Great Couch & Great Service,8/12/2018 0:00,8/14/2018 11:35
3215,5,Great service,4/6/2018 0:00,4/6/2018 23:38
3216,5,Defects in fabrics,6/21/2018 0:00,6/24/2018 20:43
3217,5,Excellent service; great selection,5/3/2017 0:00,5/6/2017 17:49
3218,4,Great Couch & Great Service,7/21/2018 0:00,7/23/2018 20:56
3219,3,Excellent service; great selection,12/30/2017 0:00,1/5/2018 11:04
3220,5,Excellent service; great selection,7/22/2017 0:00,8/2/2017 8:28
3221,5,Good,3/22/2017 0:00,3/23/2017 3:18
3222,1,Marvellous,5/17/2017 0:00,5/17/2017 13:51
3223,5,Kenny is excellent,3/30/2018 0:00,3/31/2018 12:50
3224,4,Defects in fabrics,9/2/2017 0:00,9/5/2017 11:37
3225,4,Wow!,6/30/2018 0:00,7/1/2018 19:33
3226,5,Good,8/28/2018 0:00,8/29/2018 10:31
3227,1,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",11/23/2017 0:00,11/24/2017 9:38
3228,4,Great service !,3/30/2017 0:00,3/31/2017 12:58
3229,4,recommend,3/3/2017 0:00,3/3/2017 23:35
3230,4,I received poor quality furniture,8/1/2018 0:00,8/3/2018 12:17
3231,4,Excellent service; great selection,11/1/2016 0:00,11/2/2016 23:07
3232,3,recommend,12/8/2017 0:00,12/8/2017 19:34
3233,4,Defects in fabrics,4/3/2018 0:00,4/3/2018 17:25
3234,5,recommend,12/8/2017 0:00,12/8/2017 17:38
3235,4,Excellent service; great selection,1/22/2018 0:00,1/22/2018 14:51
3236,5,recommend,5/17/2018 0:00,5/21/2018 20:34
3237,1,Good,5/12/2017 0:00,5/12/2017 10:20
3238,1,Kenny is excellent,9/1/2017 0:00,9/2/2017 12:11
3239,4,Great Couch & Great Service,12/30/2017 0:00,12/31/2017 19:28
3240,5,Super recommend,1/18/2018 0:00,1/20/2018 9:05
3241,5,recommend,5/3/2018 0:00,5/4/2018 11:24
3242,2,Good,6/6/2018 0:00,6/9/2018 0:08
3243,5,Best place for furniture with amazingly low price,12/3/2017 0:00,12/6/2017 4:46
3244,5,Don't recommend,12/23/2017 0:00,12/23/2017 19:08
3245,5,Overall great experience except for prices/selection,7/26/2017 0:00,7/27/2017 10:01
3246,1,recommend,6/8/2018 0:00,6/9/2018 19:46
3247,5,Recommend,1/4/2018 0:00,1/6/2018 17:22
3248,3,Great service,12/21/2017 0:00,12/21/2017 8:01
3249,1,Overall great experience except for prices/selection,6/9/2018 0:00,6/9/2018 13:50
3250,2,Great service,9/15/2017 0:00,9/16/2017 0:44
3251,5,Good,10/18/2017 0:00,10/18/2017 16:37
3252,5,Great service,2/8/2017 0:00,2/9/2017 9:47
3253,5,Excellent service; great selection,7/14/2018 0:00,7/16/2018 13:33
3254,4,Kenny is excellent,6/1/2017 0:00,6/2/2017 12:42
3255,2,I received poor quality furniture,10/8/2017 0:00,10/8/2017 3:42
3256,3,Great service,12/27/2017 0:00,12/27/2017 20:43
3257,5,I received poor quality furniture,8/26/2017 0:00,8/28/2017 21:01
3258,1,Well,4/8/2017 0:00,4/10/2017 1:26
3259,1,Good,3/25/2018 0:00,3/27/2018 15:06
3260,5,Overall great experience except for prices/selection,8/11/2018 0:00,8/14/2018 11:46
3261,1,Well,3/18/2018 0:00,3/23/2018 19:16
3262,5,Excellent service; great selection,8/2/2018 0:00,8/4/2018 18:57
3263,5,Marvellous,3/29/2018 0:00,3/29/2018 20:12
3264,5,Kenny is excellent,10/7/2017 0:00,10/9/2017 1:13
3265,2,Great service,4/24/2018 0:00,4/27/2018 0:22
3266,4,Great Couch & Great Service,1/11/2018 0:00,1/14/2018 1:05
3267,4,Great service,12/22/2017 0:00,12/26/2017 13:05
3268,5,Defects in fabrics,4/6/2018 0:00,4/10/2018 18:54
3269,3,Excellent service; great selection,6/10/2018 0:00,6/10/2018 10:34
3270,5,Great Couch & Great Service,11/7/2017 0:00,11/8/2017 15:27
3271,4,Excellent service; great selection,12/27/2017 0:00,12/27/2017 20:16
3272,3,Excellent service; great selection,12/20/2017 0:00,12/20/2017 23:41
3273,5,I received poor quality furniture,11/23/2017 0:00,11/24/2017 18:17
3274,3,Marvellous,12/24/2017 0:00,1/1/2018 11:29
3275,5,Kenny is excellent,5/1/2018 0:00,5/2/2018 10:47
3276,5,Defects in fabrics,3/1/2018 0:00,3/2/2018 3:28
3277,5,Wow!,8/13/2017 0:00,8/13/2017 16:03
3278,3,Good,10/25/2017 0:00,10/28/2017 1:18
3279,5,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",8/29/2018 0:00,8/31/2018 19:35
3280,5,Great service !,7/25/2018 0:00,7/26/2018 10:37
3281,5,recommend,7/21/2018 0:00,7/24/2018 2:26
3282,5,I received poor quality furniture,12/12/2017 0:00,12/12/2017 17:52
3283,4,Excellent service; great selection,12/12/2017 0:00,12/12/2017 21:07
3284,5,recommend,6/20/2018 0:00,6/21/2018 14:24
3285,5,Defects in fabrics,3/27/2018 0:00,4/4/2018 15:03
3286,5,recommend,8/24/2017 0:00,8/25/2017 13:27
3287,4,Excellent service; great selection,12/2/2017 0:00,12/3/2017 15:50
3288,5,recommend,12/8/2017 0:00,12/26/2017 19:11
3289,4,Good,6/1/2017 0:00,6/4/2017 11:44
3290,5,Kenny is excellent,4/26/2018 0:00,4/26/2018 22:23
3291,5,Great Couch & Great Service,5/12/2018 0:00,5/15/2018 0:53
3292,4,Super recommend,6/13/2017 0:00,6/14/2017 17:46
3293,5,recommend,2/24/2018 0:00,2/25/2018 15:33
3294,4,Good,6/21/2018 0:00,6/23/2018 15:12
3295,1,Best place for furniture with amazingly low price,1/9/2018 0:00,1/10/2018 13:14
3296,4,Don't recommend,5/8/2017 0:00,5/9/2017 2:12
3297,5,Overall great experience except for prices/selection,8/16/2018 0:00,8/16/2018 16:55
3298,5,recommend,8/24/2017 0:00,8/25/2017 1:16
3299,5,Recommend,4/4/2018 0:00,4/7/2018 2:58
3300,1,Great service,6/9/2018 0:00,6/10/2018 0:16
3301,4,Overall great experience except for prices/selection,12/6/2017 0:00,12/8/2017 15:14
3302,4,Great service,8/24/2018 0:00,8/27/2018 12:56
3303,1,Good,5/9/2018 0:00,5/11/2018 23:54
3304,5,Great service,9/12/2017 0:00,9/13/2017 1:39
